student_id,first_name,last_name,grade_level,school_id,gender,is_ell,has_iep,is_frl,student_name,grade_label,has_support_need
STU00177,Reese,Hill,2,S001,F,True,True,False,Reese Hill,2,True
STU00178,Avery,Lopez,1,S001,M,False,False,False,Avery Lopez,1,False
STU00179,Casey,Chen,3,S001,M,False,False,True,Casey Chen,3,True
STU00180,Logan,Young,5,S001,F,True,False,False,Logan Young,5,True
STU00181,Finley,Garcia,3,S001,M,False,False,True,Finley Garcia,3,True
STU00182,Quinn,Anderson,4,S001,F,False,False,True,Quinn Anderson,4,True
STU00183,Sage,Rivera,2,S001,F,False,False,False,Sage Rivera,2,False
STU00184,Finley,Lopez,0,S001,M,False,False,False,Finley Lopez,K,False
STU00185,Sage,Anderson,0,S001,F,False,False,False,Sage Anderson,K,False
STU00186,Reese,Nguyen,5,S001,F,False,False,False,Reese Nguyen,5,False
STU00187,Emery,Rivera,2,S001,F,False,False,False,Emery Rivera,2,False
STU00188,Devon,Davis,3,S001,M,False,False,False,Devon Davis,3,False
STU00189,Rowan,Johnson,1,S001,F,False,False,True,Rowan Johnson,1,True
STU00190,Logan,Garcia,3,S001,M,False,False,True,Logan Garcia,3,True
STU00191,Skyler,Chen,5,S001,M,False,False,False,Skyler Chen,5,False
STU00192,Casey,Smith,1,S001,F,True,False,False,Casey Smith,1,True
STU00193,Noa,Khan,5,S001,M,False,False,False,Noa Khan,5,False
STU00194,Jamie,Kim,1,S001,M,False,False,True,Jamie Kim,1,True
STU00195,Harper,Lee,2,S001,F,False,False,True,Harper Lee,2,True
STU00196,Casey,Young,0,S001,M,False,False,True,Casey Young,K,True
STU00197,Finley,Chen,2,S001,F,False,False,False,Finley Chen,2,False
STU00198,Noa,Hill,2,S001,M,False,False,True,Noa Hill,2,True
STU00199,Sage,Thomas,3,S001,M,False,False,False,Sage Thomas,3,False
STU00200,Devon,Davis,1,S001,F,False,False,True,Devon Davis,1,True
STU00201,Avery,Nguyen,2,S001,M,False,False,False,Avery Nguyen,2,False
STU00202,Finley,Smith,2,S001,F,False,False,True,Finley Smith,2,True
STU00203,Rowan,Davis,0,S001,M,False,True,True,Rowan Davis,K,True
STU00204,Reese,Rivera,3,S001,F,False,False,True,Reese Rivera,3,True
STU00205,Logan,Wilson,4,S001,F,False,False,False,Logan Wilson,4,False
STU00206,Kai,Thomas,1,S001,X,False,False,True,Kai Thomas,1,True
STU00207,Jamie,Smith,4,S001,F,False,False,True,Jamie Smith,4,True
STU00208,Devon,Thomas,5,S001,F,False,False,False,Devon Thomas,5,False
STU00209,Rowan,Brown,5,S001,M,False,False,False,Rowan Brown,5,False
STU00210,Quinn,Smith,1,S001,M,True,False,False,Quinn Smith,1,True
STU00211,Jordan,Lee,1,S001,F,False,False,True,Jordan Lee,1,True
STU00212,Skyler,Thomas,0,S001,M,False,False,False,Skyler Thomas,K,False
STU00213,Logan,Wilson,1,S001,M,True,False,False,Logan Wilson,1,True
STU00214,Reese,Kim,3,S001,M,False,False,True,Reese Kim,3,True
STU00215,Devon,Davis,1,S001,F,False,True,True,Devon Davis,1,True
STU00216,Skyler,Johnson,1,S001,F,False,False,False,Skyler Johnson,1,False
STU00217,Riley,Hill,5,S001,F,False,False,False,Riley Hill,5,False
STU00218,Parker,Walker,3,S001,F,False,False,True,Parker Walker,3,True
STU00219,Jamie,Nguyen,1,S001,M,False,False,True,Jamie Nguyen,1,True
STU00220,Emery,Nguyen,3,S001,M,False,False,True,Emery Nguyen,3,True
STU00221,Kai,Smith,1,S001,M,False,False,False,Kai Smith,1,False
STU00222,Casey,Lopez,4,S001,M,False,True,True,Casey Lopez,4,True
STU00223,Morgan,Wilson,0,S001,M,False,False,True,Morgan Wilson,K,True
STU00224,Logan,Martinez,5,S001,M,True,False,False,Logan Martinez,5,True
STU00225,Casey,Lopez,2,S001,F,True,False,True,Casey Lopez,2,True
STU00226,Emery,Johnson,4,S001,F,False,False,True,Emery Johnson,4,True
STU00227,Jordan,Lee,1,S001,F,False,False,False,Jordan Lee,1,False
STU00228,Avery,Young,2,S001,F,True,True,False,Avery Young,2,True
STU00229,Riley,Johnson,2,S001,M,False,False,False,Riley Johnson,2,False
STU00230,Rowan,Nguyen,5,S001,F,False,False,False,Rowan Nguyen,5,False
STU00231,Logan,Young,5,S001,M,False,False,False,Logan Young,5,False
STU00232,Parker,Brown,1,S001,F,False,True,True,Parker Brown,1,True
STU00233,Casey,Hill,1,S001,M,False,False,True,Casey Hill,1,True
STU00234,Rowan,Davis,0,S001,M,False,False,True,Rowan Davis,K,True
STU00235,Skyler,Kim,4,S001,M,False,False,False,Skyler Kim,4,False
STU00236,Devon,Lopez,2,S001,F,False,True,True,Devon Lopez,2,True
STU00237,Jamie,Hill,3,S001,F,False,False,True,Jamie Hill,3,True
STU00238,Emery,Chen,2,S001,M,False,False,True,Emery Chen,2,True
STU00239,Noa,Chen,3,S001,M,False,True,True,Noa Chen,3,True
STU00240,Noa,Thomas,2,S001,M,True,False,False,Noa Thomas,2,True
STU00241,Sage,Patel,1,S001,F,False,False,False,Sage Patel,1,False
STU00242,Parker,Brown,2,S001,M,False,False,False,Parker Brown,2,False
STU00243,Sage,Patel,0,S001,M,False,False,True,Sage Patel,K,True
STU00244,Noa,Wilson,3,S001,M,False,True,False,Noa Wilson,3,True
STU00245,Sage,Patel,3,S001,X,False,False,True,Sage Patel,3,True
STU00246,Riley,Davis,3,S001,F,False,False,True,Riley Davis,3,True
STU00247,Skyler,Khan,4,S001,F,False,False,False,Skyler Khan,4,False
STU00248,Reese,Johnson,5,S001,M,False,False,True,Reese Johnson,5,True
STU00249,Sage,Hill,3,S001,F,True,False,True,Sage Hill,3,True
STU00250,Casey,Garcia,3,S001,M,False,False,False,Casey Garcia,3,False
STU00251,Jordan,Wilson,1,S001,M,False,False,True,Jordan Wilson,1,True
STU00252,Devon,Nguyen,3,S001,M,False,False,True,Devon Nguyen,3,True
STU00253,Jamie,Lee,1,S001,M,True,False,False,Jamie Lee,1,True
STU00254,Noa,Smith,1,S001,F,False,False,False,Noa Smith,1,False
STU00255,Noa,Walker,0,S001,F,False,True,False,Noa Walker,K,True
STU00256,Quinn,Lopez,3,S001,F,False,False,True,Quinn Lopez,3,True
STU00257,Micah,Smith,4,S001,M,False,False,False,Micah Smith,4,False
STU00258,Finley,Smith,4,S001,M,False,False,False,Finley Smith,4,False
STU00259,Parker,Davis,1,S001,F,False,False,True,Parker Davis,1,True
STU00260,Casey,Brown,4,S001,F,True,False,True,Casey Brown,4,True
STU00261,Noa,Chen,1,S001,F,True,False,False,Noa Chen,1,True
STU00262,Logan,Patel,3,S001,M,False,False,True,Logan Patel,3,True
STU00263,Avery,Brown,3,S001,F,False,False,False,Avery Brown,3,False
STU00264,Quinn,Lee,0,S001,M,False,False,False,Quinn Lee,K,False
STU00265,Micah,Anderson,3,S001,F,True,False,True,Micah Anderson,3,True
STU00266,Finley,Young,5,S001,F,False,False,True,Finley Young,5,True
STU00267,Skyler,Johnson,3,S001,M,False,False,False,Skyler Johnson,3,False
STU00268,Noa,Johnson,3,S001,M,False,True,True,Noa Johnson,3,True
STU00269,Emery,Nguyen,3,S001,F,False,False,True,Emery Nguyen,3,True
STU00270,Noa,Davis,3,S001,F,False,False,False,Noa Davis,3,False
STU00271,Jordan,Wilson,3,S001,F,False,False,True,Jordan Wilson,3,True
STU00272,Logan,Chen,5,S001,M,False,False,False,Logan Chen,5,False
STU00273,Micah,Rivera,1,S001,F,False,False,False,Micah Rivera,1,False
STU00274,Jamie,Brown,3,S001,F,False,False,False,Jamie Brown,3,False
STU00275,Sage,Lee,2,S001,M,True,False,False,Sage Lee,2,True
STU00276,Riley,Khan,1,S001,M,False,True,False,Riley Khan,1,True
STU00277,Casey,Kim,4,S001,F,False,False,False,Casey Kim,4,False
STU00278,Casey,Khan,1,S001,F,False,False,True,Casey Khan,1,True
STU00279,Quinn,Patel,2,S001,F,False,False,True,Quinn Patel,2,True
STU00280,Rowan,Martinez,1,S001,M,False,False,True,Rowan Martinez,1,True
STU00281,Logan,Kim,2,S001,F,False,False,True,Logan Kim,2,True
STU00282,Jamie,Patel,1,S001,M,False,False,True,Jamie Patel,1,True
STU00283,Rowan,Khan,0,S001,F,False,False,False,Rowan Khan,K,False
STU00284,Devon,Martinez,1,S001,M,False,False,False,Devon Martinez,1,False
STU00285,Micah,Chen,2,S001,M,False,True,True,Micah Chen,2,True
STU00286,Reese,Martinez,5,S001,M,False,False,False,Reese Martinez,5,False
STU00287,Logan,Hill,3,S001,F,False,False,False,Logan Hill,3,False
STU00288,Harper,Walker,0,S001,M,False,False,True,Harper Walker,K,True
STU00289,Finley,Anderson,4,S001,F,False,False,True,Finley Anderson,4,True
STU00290,Morgan,Johnson,5,S001,F,False,False,False,Morgan Johnson,5,False
STU00291,Harper,Thomas,0,S001,F,False,False,False,Harper Thomas,K,False
STU00292,Kai,Smith,1,S001,M,False,False,True,Kai Smith,1,True
STU00293,Parker,Wilson,2,S001,F,False,False,False,Parker Wilson,2,False
STU00294,Finley,Rivera,1,S001,F,False,False,True,Finley Rivera,1,True
STU00295,Reese,Brown,3,S001,F,False,False,False,Reese Brown,3,False
STU00296,Kai,Garcia,5,S001,F,False,False,True,Kai Garcia,5,True
STU00297,Casey,Wilson,1,S001,F,False,False,False,Casey Wilson,1,False
STU00298,Riley,Hill,2,S001,F,False,False,True,Riley Hill,2,True
STU00299,Jamie,Garcia,5,S001,F,False,False,True,Jamie Garcia,5,True
STU00300,Rowan,Martinez,4,S001,F,False,False,False,Rowan Martinez,4,False
STU00301,Quinn,Anderson,3,S001,F,True,False,True,Quinn Anderson,3,True
STU00302,Noa,Patel,1,S001,M,False,True,True,Noa Patel,1,True
STU00303,Finley,Davis,4,S001,F,False,False,False,Finley Davis,4,False
STU00304,Jordan,Patel,4,S001,F,False,False,False,Jordan Patel,4,False
STU00305,Kai,Anderson,3,S001,M,False,False,True,Kai Anderson,3,True
STU00306,Jordan,Walker,0,S001,M,False,False,False,Jordan Walker,K,False
STU00307,Quinn,Davis,3,S001,F,False,False,False,Quinn Davis,3,False
STU00308,Micah,Brown,0,S001,M,False,False,False,Micah Brown,K,False
STU00309,Harper,Kim,1,S001,F,False,False,False,Harper Kim,1,False
STU00310,Logan,Young,3,S001,X,False,False,True,Logan Young,3,True
STU00311,Parker,Patel,0,S001,F,False,False,False,Parker Patel,K,False
STU00312,Finley,Brown,0,S001,M,False,False,False,Finley Brown,K,False
STU00313,Skyler,Patel,1,S001,M,False,True,True,Skyler Patel,1,True
STU00314,Noa,Khan,3,S001,M,False,True,True,Noa Khan,3,True
STU00315,Micah,Rivera,4,S001,F,False,True,False,Micah Rivera,4,True
STU00316,Emery,Kim,0,S001,M,False,False,True,Emery Kim,K,True
STU00317,Emery,Davis,3,S001,F,False,True,False,Emery Davis,3,True
STU00318,Rowan,Khan,4,S001,M,False,False,True,Rowan Khan,4,True
STU00319,Rowan,Garcia,0,S001,F,False,False,True,Rowan Garcia,K,True
STU00320,Parker,Wilson,3,S001,F,False,False,False,Parker Wilson,3,False
STU00321,Skyler,Chen,4,S001,F,True,True,True,Skyler Chen,4,True
STU00322,Jordan,Hill,1,S001,F,True,False,False,Jordan Hill,1,True
STU00323,Kai,Nguyen,0,S001,M,False,False,False,Kai Nguyen,K,False
STU00324,Rowan,Davis,3,S001,F,False,False,False,Rowan Davis,3,False
STU00325,Quinn,Davis,4,S001,F,False,False,False,Quinn Davis,4,False
STU00326,Finley,Walker,0,S001,F,False,False,True,Finley Walker,K,True
STU00327,Harper,Thomas,2,S001,F,False,False,False,Harper Thomas,2,False
STU00328,Quinn,Anderson,5,S001,M,False,False,False,Quinn Anderson,5,False
STU00329,Harper,Wilson,3,S001,F,False,False,True,Harper Wilson,3,True
STU00330,Parker,Patel,4,S001,F,False,False,False,Parker Patel,4,False
STU00331,Emery,Nguyen,2,S001,F,False,False,False,Emery Nguyen,2,False
STU00332,Noa,Martinez,4,S001,M,False,False,True,Noa Martinez,4,True
STU00333,Emery,Thomas,2,S001,M,False,False,False,Emery Thomas,2,False
STU00334,Emery,Martinez,2,S001,F,False,True,True,Emery Martinez,2,True
STU00335,Rowan,Brown,3,S001,M,True,False,True,Rowan Brown,3,True
STU00336,Riley,Young,4,S001,F,False,False,False,Riley Young,4,False
STU00337,Rowan,Kim,1,S001,F,False,False,False,Rowan Kim,1,False
STU00338,Sage,Chen,4,S001,X,False,False,True,Sage Chen,4,True
STU00339,Quinn,Anderson,4,S001,X,False,False,False,Quinn Anderson,4,False
STU00340,Jamie,Walker,3,S001,M,False,False,False,Jamie Walker,3,False
STU00341,Skyler,Young,1,S001,X,False,False,False,Skyler Young,1,False
STU00342,Parker,Kim,2,S001,F,False,False,True,Parker Kim,2,True
STU00343,Finley,Davis,3,S001,M,False,False,True,Finley Davis,3,True
STU00344,Rowan,Johnson,2,S001,M,False,False,False,Rowan Johnson,2,False
STU00345,Reese,Johnson,5,S001,F,False,False,True,Reese Johnson,5,True
STU00346,Harper,Garcia,0,S001,F,False,True,False,Harper Garcia,K,True
STU00347,Casey,Lee,0,S001,F,False,True,False,Casey Lee,K,True
STU00348,Finley,Walker,3,S001,F,False,False,False,Finley Walker,3,False
STU00349,Casey,Walker,4,S001,M,False,False,False,Casey Walker,4,False
STU00350,Micah,Martinez,1,S001,F,False,False,True,Micah Martinez,1,True
STU00351,Avery,Smith,4,S001,M,True,False,False,Avery Smith,4,True
STU00352,Morgan,Anderson,2,S001,M,False,False,True,Morgan Anderson,2,True
STU00353,Sage,Anderson,5,S001,F,True,False,True,Sage Anderson,5,True
STU00354,Casey,Davis,3,S001,F,False,False,True,Casey Davis,3,True
STU00355,Noa,Lee,3,S001,M,False,True,False,Noa Lee,3,True
STU00356,Jamie,Hill,0,S001,M,False,False,True,Jamie Hill,K,True
STU00357,Logan,Garcia,0,S001,M,False,False,True,Logan Garcia,K,True
STU00358,Harper,Khan,3,S001,F,False,False,True,Harper Khan,3,True
STU00359,Emery,Lee,4,S001,M,False,False,True,Emery Lee,4,True
STU00360,Devon,Patel,1,S001,F,False,False,True,Devon Patel,1,True
