student_id,first_name,last_name,grade_level,school_id,gender,ell_flag,iep_flag,frl_flag
STU00066,Emery,Martinez,3,S001,M,False,True,True
STU00067,Jordan,Martinez,4,S001,F,False,False,True
STU00068,Jamie,Walker,3,S001,M,False,False,True
STU00069,Casey,Hill,1,S001,M,False,False,False
STU00070,Casey,Wilson,0,S001,M,False,False,True
STU00071,Parker,Nguyen,3,S001,M,True,False,False
STU00072,Riley,Smith,4,S001,M,False,True,True
STU00073,Logan,Davis,4,S001,F,False,False,False
STU00074,Jamie,Rivera,1,S001,F,False,False,True
STU00075,Logan,Nguyen,4,S001,X,False,False,True
STU00076,Harper,Walker,0,S001,F,False,False,False
STU00077,Casey,Nguyen,4,S001,M,True,True,True
STU00078,Logan,Anderson,5,S001,M,False,False,True
STU00079,Logan,Hill,4,S001,M,False,False,True
STU00080,Sage,Patel,5,S001,F,False,False,False
STU00081,Micah,Davis,0,S001,M,False,False,False
STU00082,Emery,Hill,0,S001,M,True,False,True
STU00083,Micah,Martinez,1,S001,F,True,False,False
STU00084,Reese,Martinez,4,S001,M,False,False,True
STU00085,Noa,Lee,1,S001,M,False,False,False
STU00086,Casey,Smith,1,S001,M,False,False,True
STU00087,Riley,Young,5,S001,F,False,False,False
STU00088,Parker,Davis,1,S001,F,False,False,True
STU00089,Avery,Kim,5,S001,F,False,False,False
STU00090,Reese,Khan,2,S001,M,False,False,False
STU00091,Emery,Johnson,2,S001,M,False,False,False
STU00092,Reese,Walker,2,S001,M,False,False,False
STU00093,Skyler,Lee,1,S001,M,True,True,False
STU00094,Logan,Garcia,5,S001,F,False,False,True
STU00095,Jamie,Young,0,S001,M,False,False,True
STU00096,Morgan,Anderson,0,S001,F,False,False,False
STU00097,Kai,Davis,2,S001,M,False,False,False
STU00098,Skyler,Nguyen,1,S001,F,False,False,True
STU00099,Logan,Young,2,S001,M,False,False,True
STU00100,Emery,Davis,5,S001,F,True,False,True
STU00101,Sage,Young,2,S001,F,False,True,True
STU00102,Casey,Kim,0,S001,M,False,False,True
STU00103,Morgan,Chen,1,S001,M,False,False,False
STU00104,Finley,Garcia,5,S001,F,False,False,False
STU00105,Sage,Lee,1,S001,M,False,False,False
STU00106,Riley,Walker,4,S001,F,False,False,True
STU00107,Devon,Hill,0,S001,M,False,False,True
STU00108,Quinn,Nguyen,5,S001,M,False,False,False
STU00109,Avery,Davis,3,S001,M,False,False,False
STU00110,Micah,Martinez,1,S001,M,False,False,False
STU00111,Kai,Martinez,3,S001,F,False,False,False
STU00112,Parker,Thomas,5,S001,M,False,False,False
STU00113,Jamie,Anderson,5,S001,F,True,False,True
STU00114,Micah,Hill,2,S001,F,False,False,False
STU00115,Jordan,Patel,3,S001,M,False,False,True
STU00116,Jordan,Brown,3,S001,F,True,False,False
STU00117,Kai,Nguyen,3,S001,M,False,True,True
STU00118,Riley,Anderson,5,S001,M,True,False,False
STU00119,Avery,Rivera,3,S001,M,False,False,False
STU00120,Emery,Lopez,2,S001,M,False,False,True
STU00121,Quinn,Lee,0,S001,F,True,False,False
STU00122,Rowan,Chen,5,S001,X,False,False,True
STU00123,Reese,Johnson,0,S001,M,False,False,False
STU00124,Morgan,Martinez,5,S001,F,False,True,True
STU00125,Avery,Lopez,3,S001,M,False,False,False
STU00126,Parker,Rivera,2,S001,M,False,False,True
STU00127,Skyler,Walker,3,S001,M,False,False,False
STU00128,Avery,Kim,5,S001,F,False,False,False
STU00129,Quinn,Garcia,0,S001,M,False,False,True
STU00130,Noa,Hill,3,S001,M,False,False,False
STU00131,Casey,Johnson,2,S001,F,False,False,True
STU00132,Noa,Davis,3,S001,F,False,True,True
STU00133,Morgan,Wilson,0,S001,F,False,False,True
STU00134,Micah,Smith,0,S001,F,True,False,True
STU00135,Skyler,Martinez,5,S001,F,True,True,False
STU00136,Casey,Nguyen,2,S001,M,False,False,True
STU00137,Kai,Martinez,3,S001,F,False,False,True
STU00138,Micah,Thomas,5,S001,F,False,False,True
STU00139,Sage,Walker,2,S001,F,True,False,False
STU00140,Jordan,Nguyen,4,S001,F,True,True,False
STU00141,Morgan,Garcia,2,S001,M,False,True,False
STU00142,Emery,Anderson,3,S001,F,False,False,True
STU00143,Noa,Wilson,1,S001,M,False,False,False
STU00144,Riley,Lopez,2,S001,M,False,False,True
STU00145,Skyler,Chen,3,S001,F,False,True,True
STU00146,Harper,Khan,0,S001,M,False,False,False
STU00147,Reese,Patel,0,S001,F,False,False,True
STU00148,Riley,Hill,0,S001,F,True,False,False
STU00149,Riley,Wilson,2,S001,M,False,False,True
STU00150,Jamie,Garcia,5,S001,M,False,False,False
STU00151,Avery,Garcia,1,S001,F,False,False,False
STU00152,Casey,Wilson,3,S001,F,False,False,False
STU00153,Kai,Khan,1,S001,F,False,True,False
STU00154,Devon,Lee,5,S001,F,True,False,True
STU00155,Harper,Martinez,0,S001,M,False,False,False
STU00156,Parker,Young,0,S001,F,False,False,False
STU00157,Devon,Davis,3,S001,M,False,False,False
STU00158,Rowan,Smith,3,S001,M,False,False,True
STU00159,Morgan,Davis,0,S001,F,False,False,False
STU00160,Noa,Walker,4,S001,F,False,False,False
STU00161,Rowan,Nguyen,2,S001,M,False,False,True
STU00162,Devon,Brown,3,S001,F,False,False,True
STU00163,Parker,Khan,0,S001,F,False,False,True
STU00164,Sage,Patel,1,S001,F,False,False,True
STU00165,Avery,Nguyen,0,S001,M,False,False,True
STU00166,Morgan,Kim,2,S001,F,False,False,False
STU00167,Parker,Anderson,0,S001,M,True,False,True
STU00168,Morgan,Wilson,5,S001,F,False,False,False
STU00169,Casey,Garcia,3,S001,F,False,False,False
STU00170,Jamie,Kim,1,S001,F,False,False,False
STU00171,Morgan,Anderson,0,S001,F,False,True,True
STU00172,Casey,Chen,5,S001,F,False,False,True
STU00173,Jamie,Smith,5,S001,M,False,False,True
STU00174,Skyler,Patel,5,S001,F,False,False,False
STU00175,Emery,Kim,1,S001,M,False,False,True
STU00176,Devon,Smith,2,S001,M,False,False,True
STU00177,Reese,Hill,2,S001,F,True,True,False
STU00178,Avery,Lopez,1,S001,M,False,False,False
STU00179,Casey,Chen,3,S001,M,False,False,True
STU00180,Logan,Young,5,S001,F,True,False,False
STU00181,Finley,Garcia,3,S001,M,False,False,True
STU00182,Quinn,Anderson,4,S001,F,False,False,True
STU00183,Sage,Rivera,2,S001,F,False,False,False
STU00184,Finley,Lopez,0,S001,M,False,False,False
STU00185,Sage,Anderson,0,S001,F,False,False,False
STU00186,Reese,Nguyen,5,S001,F,False,False,False
STU00187,Emery,Rivera,2,S001,F,False,False,False
STU00188,Devon,Davis,3,S001,M,False,False,False
STU00189,Rowan,Johnson,1,S001,F,False,False,True
STU00190,Logan,Garcia,3,S001,M,False,False,True
STU00191,Skyler,Chen,5,S001,M,False,False,False
STU00192,Casey,Smith,1,S001,F,True,False,False
STU00193,Noa,Khan,5,S001,M,False,False,False
STU00194,Jamie,Kim,1,S001,M,False,False,True
STU00195,Harper,Lee,2,S001,F,False,False,True
STU00196,Casey,Young,0,S001,M,False,False,True
STU00197,Finley,Chen,2,S001,F,False,False,False
STU00198,Noa,Hill,2,S001,M,False,False,True
STU00199,Sage,Thomas,3,S001,M,False,False,False
STU00200,Devon,Davis,1,S001,F,False,False,True
STU00201,Avery,Nguyen,2,S001,M,False,False,False
STU00202,Finley,Smith,2,S001,F,False,False,True
STU00203,Rowan,Davis,0,S001,M,False,True,True
STU00204,Reese,Rivera,3,S001,F,False,False,True
STU00205,Logan,Wilson,4,S001,F,False,False,False
STU00206,Kai,Thomas,1,S001,X,False,False,True
STU00207,Jamie,Smith,4,S001,F,False,False,True
STU00208,Devon,Thomas,5,S001,F,False,False,False
STU00209,Rowan,Brown,5,S001,M,False,False,False
STU00210,Quinn,Smith,1,S001,M,True,False,False
STU00211,Jordan,Lee,1,S001,F,False,False,True
STU00212,Skyler,Thomas,0,S001,M,False,False,False
STU00213,Logan,Wilson,1,S001,M,True,False,False
STU00214,Reese,Kim,3,S001,M,False,False,True
STU00215,Devon,Davis,1,S001,F,False,True,True
STU00216,Skyler,Johnson,1,S001,F,False,False,False
STU00217,Riley,Hill,5,S001,F,False,False,False
STU00218,Parker,Walker,3,S001,F,False,False,True
STU00219,Jamie,Nguyen,1,S001,M,False,False,True
STU00220,Emery,Nguyen,3,S001,M,False,False,True
STU00221,Kai,Smith,1,S001,M,False,False,False
STU00222,Casey,Lopez,4,S001,M,False,True,True
STU00223,Morgan,Wilson,0,S001,M,False,False,True
STU00224,Logan,Martinez,5,S001,M,True,False,False
STU00225,Casey,Lopez,2,S001,F,True,False,True
STU00226,Emery,Johnson,4,S001,F,False,False,True
STU00227,Jordan,Lee,1,S001,F,False,False,False
STU00228,Avery,Young,2,S001,F,True,True,False
STU00229,Riley,Johnson,2,S001,M,False,False,False
STU00230,Rowan,Nguyen,5,S001,F,False,False,False
STU00231,Logan,Young,5,S001,M,False,False,False
STU00232,Parker,Brown,1,S001,F,False,True,True
STU00233,Casey,Hill,1,S001,M,False,False,True
STU00234,Rowan,Davis,0,S001,M,False,False,True
STU00235,Skyler,Kim,4,S001,M,False,False,False
STU00236,Devon,Lopez,2,S001,F,False,True,True
STU00237,Jamie,Hill,3,S001,F,False,False,True
STU00238,Emery,Chen,2,S001,M,False,False,True
STU00239,Noa,Chen,3,S001,M,False,True,True
STU00240,Noa,Thomas,2,S001,M,True,False,False
STU00241,Sage,Patel,1,S001,F,False,False,False
STU00242,Parker,Brown,2,S001,M,False,False,False
STU00243,Sage,Patel,0,S001,M,False,False,True
STU00244,Noa,Wilson,3,S001,M,False,True,False
STU00245,Sage,Patel,3,S001,X,False,False,True
STU00246,Riley,Davis,3,S001,F,False,False,True
STU00247,Skyler,Khan,4,S001,F,False,False,False
STU00248,Reese,Johnson,5,S001,M,False,False,True
STU00249,Sage,Hill,3,S001,F,True,False,True
STU00250,Casey,Garcia,3,S001,M,False,False,False
STU00251,Jordan,Wilson,1,S001,M,False,False,True
STU00252,Devon,Nguyen,3,S001,M,False,False,True
STU00253,Jamie,Lee,1,S001,M,True,False,False
STU00254,Noa,Smith,1,S001,F,False,False,False
STU00255,Noa,Walker,0,S001,F,False,True,False
STU00256,Quinn,Lopez,3,S001,F,False,False,True
STU00257,Micah,Smith,4,S001,M,False,False,False
STU00258,Finley,Smith,4,S001,M,False,False,False
STU00259,Parker,Davis,1,S001,F,False,False,True
STU00260,Casey,Brown,4,S001,F,True,False,True
STU00261,Noa,Chen,1,S001,F,True,False,False
STU00262,Logan,Patel,3,S001,M,False,False,True
STU00263,Avery,Brown,3,S001,F,False,False,False
STU00264,Quinn,Lee,0,S001,M,False,False,False
STU00265,Micah,Anderson,3,S001,F,True,False,True
STU00266,Finley,Young,5,S001,F,False,False,True
STU00267,Skyler,Johnson,3,S001,M,False,False,False
STU00268,Noa,Johnson,3,S001,M,False,True,True
STU00269,Emery,Nguyen,3,S001,F,False,False,True
STU00270,Noa,Davis,3,S001,F,False,False,False
STU00271,Jordan,Wilson,3,S001,F,False,False,True
STU00272,Logan,Chen,5,S001,M,False,False,False
STU00273,Micah,Rivera,1,S001,F,False,False,False
STU00274,Jamie,Brown,3,S001,F,False,False,False
STU00275,Sage,Lee,2,S001,M,True,False,False
STU00276,Riley,Khan,1,S001,M,False,True,False
STU00277,Casey,Kim,4,S001,F,False,False,False
STU00278,Casey,Khan,1,S001,F,False,False,True
STU00279,Quinn,Patel,2,S001,F,False,False,True
STU00280,Rowan,Martinez,1,S001,M,False,False,True
STU00281,Logan,Kim,2,S001,F,False,False,True
STU00282,Jamie,Patel,1,S001,M,False,False,True
STU00283,Rowan,Khan,0,S001,F,False,False,False
STU00284,Devon,Martinez,1,S001,M,False,False,False
STU00285,Micah,Chen,2,S001,M,False,True,True
STU00286,Reese,Martinez,5,S001,M,False,False,False
STU00287,Logan,Hill,3,S001,F,False,False,False
STU00288,Harper,Walker,0,S001,M,False,False,True
STU00289,Finley,Anderson,4,S001,F,False,False,True
STU00290,Morgan,Johnson,5,S001,F,False,False,False
STU00291,Harper,Thomas,0,S001,F,False,False,False
STU00292,Kai,Smith,1,S001,M,False,False,True
STU00293,Parker,Wilson,2,S001,F,False,False,False
STU00294,Finley,Rivera,1,S001,F,False,False,True
STU00295,Reese,Brown,3,S001,F,False,False,False
STU00296,Kai,Garcia,5,S001,F,False,False,True
STU00297,Casey,Wilson,1,S001,F,False,False,False
STU00298,Riley,Hill,2,S001,F,False,False,True
STU00299,Jamie,Garcia,5,S001,F,False,False,True
STU00300,Rowan,Martinez,4,S001,F,False,False,False
STU00301,Quinn,Anderson,3,S001,F,True,False,True
STU00302,Noa,Patel,1,S001,M,False,True,True
STU00303,Finley,Davis,4,S001,F,False,False,False
STU00304,Jordan,Patel,4,S001,F,False,False,False
STU00305,Kai,Anderson,3,S001,M,False,False,True
STU00306,Jordan,Walker,0,S001,M,False,False,False
STU00307,Quinn,Davis,3,S001,F,False,False,False
STU00308,Micah,Brown,0,S001,M,False,False,False
STU00309,Harper,Kim,1,S001,F,False,False,False
STU00310,Logan,Young,3,S001,X,False,False,True
STU00311,Parker,Patel,0,S001,F,False,False,False
STU00312,Finley,Brown,0,S001,M,False,False,False
STU00313,Skyler,Patel,1,S001,M,False,True,True
STU00314,Noa,Khan,3,S001,M,False,True,True
STU00315,Micah,Rivera,4,S001,F,False,True,False
STU00316,Emery,Kim,0,S001,M,False,False,True
STU00317,Emery,Davis,3,S001,F,False,True,False
STU00318,Rowan,Khan,4,S001,M,False,False,True
STU00319,Rowan,Garcia,0,S001,F,False,False,True
STU00320,Parker,Wilson,3,S001,F,False,False,False
STU00321,Skyler,Chen,4,S001,F,True,True,True
STU00322,Jordan,Hill,1,S001,F,True,False,False
STU00323,Kai,Nguyen,0,S001,M,False,False,False
STU00324,Rowan,Davis,3,S001,F,False,False,False
STU00325,Quinn,Davis,4,S001,F,False,False,False
STU00326,Finley,Walker,0,S001,F,False,False,True
STU00327,Harper,Thomas,2,S001,F,False,False,False
STU00328,Quinn,Anderson,5,S001,M,False,False,False
STU00329,Harper,Wilson,3,S001,F,False,False,True
STU00330,Parker,Patel,4,S001,F,False,False,False
STU00331,Emery,Nguyen,2,S001,F,False,False,False
STU00332,Noa,Martinez,4,S001,M,False,False,True
STU00333,Emery,Thomas,2,S001,M,False,False,False
STU00334,Emery,Martinez,2,S001,F,False,True,True
STU00335,Rowan,Brown,3,S001,M,True,False,True
STU00336,Riley,Young,4,S001,F,False,False,False
STU00337,Rowan,Kim,1,S001,F,False,False,False
STU00338,Sage,Chen,4,S001,X,False,False,True
STU00339,Quinn,Anderson,4,S001,X,False,False,False
STU00340,Jamie,Walker,3,S001,M,False,False,False
STU00341,Skyler,Young,1,S001,X,False,False,False
STU00342,Parker,Kim,2,S001,F,False,False,True
STU00343,Finley,Davis,3,S001,M,False,False,True
STU00344,Rowan,Johnson,2,S001,M,False,False,False
STU00345,Reese,Johnson,5,S001,F,False,False,True
STU00346,Harper,Garcia,0,S001,F,False,True,False
STU00347,Casey,Lee,0,S001,F,False,True,False
STU00348,Finley,Walker,3,S001,F,False,False,False
STU00349,Casey,Walker,4,S001,M,False,False,False
STU00350,Micah,Martinez,1,S001,F,False,False,True
STU00351,Avery,Smith,4,S001,M,True,False,False
STU00352,Morgan,Anderson,2,S001,M,False,False,True
STU00353,Sage,Anderson,5,S001,F,True,False,True
STU00354,Casey,Davis,3,S001,F,False,False,True
STU00355,Noa,Lee,3,S001,M,False,True,False
STU00356,Jamie,Hill,0,S001,M,False,False,True
STU00357,Logan,Garcia,0,S001,M,False,False,True
STU00358,Harper,Khan,3,S001,F,False,False,True
STU00359,Emery,Lee,4,S001,M,False,False,True
STU00360,Devon,Patel,1,S001,F,False,False,True
STU00361,Micah,Thomas,5,S001,M,False,False,False
STU00362,Riley,Kim,2,S001,M,False,False,True
STU00363,Harper,Walker,4,S001,F,False,False,True
STU00364,Emery,Lopez,2,S001,M,False,False,True
STU00365,Parker,Kim,4,S001,F,False,False,True
STU00366,Quinn,Johnson,3,S001,M,True,False,True
STU00367,Rowan,Thomas,1,S001,M,False,True,False
STU00368,Skyler,Brown,2,S001,M,True,True,True
STU00369,Sage,Lopez,2,S001,M,False,False,False
STU00370,Riley,Nguyen,2,S001,M,False,False,True
STU00371,Kai,Chen,0,S001,F,False,False,True
STU00372,Kai,Rivera,5,S001,M,False,False,True
STU00373,Rowan,Hill,2,S001,F,False,False,True
STU00374,Jordan,Martinez,3,S001,M,False,False,False
STU00375,Sage,Nguyen,1,S001,F,False,False,True
STU00376,Avery,Garcia,0,S001,F,False,False,False
STU00377,Quinn,Walker,5,S001,M,False,False,False
STU00378,Micah,Brown,3,S001,M,False,False,True
STU00379,Avery,Davis,1,S001,F,False,False,False
STU00380,Devon,Kim,2,S001,F,False,False,True
STU00381,Devon,Smith,3,S001,M,False,False,True
STU00382,Jamie,Nguyen,5,S001,M,True,False,False
STU00383,Riley,Kim,2,S001,M,False,False,False
STU00384,Harper,Hill,4,S001,F,False,False,False
STU00385,Casey,Davis,4,S001,F,False,False,True
STU00386,Noa,Smith,3,S001,F,False,True,True
STU00387,Casey,Young,1,S001,F,False,False,True
STU00388,Finley,Nguyen,2,S001,F,False,False,False
STU00389,Emery,Rivera,0,S001,F,False,False,False
STU00390,Sage,Walker,3,S001,F,False,False,True
STU00391,Noa,Martinez,0,S001,X,False,True,False
STU00392,Riley,Nguyen,0,S001,M,False,False,False
STU00393,Jordan,Rivera,2,S001,F,True,False,True
STU00394,Parker,Brown,1,S001,F,False,False,False
STU00395,Rowan,Rivera,5,S001,M,False,False,True
STU00396,Avery,Johnson,1,S001,F,False,False,False
STU00397,Quinn,Thomas,5,S001,M,False,False,True
STU00398,Noa,Lee,5,S001,F,False,False,True
STU00399,Noa,Young,0,S001,M,False,True,False
STU00400,Casey,Chen,0,S001,F,False,False,False
STU00401,Riley,Brown,2,S001,M,False,False,False
STU00402,Skyler,Khan,5,S001,F,True,True,False
STU00403,Sage,Lopez,4,S001,F,False,True,True
STU00404,Reese,Young,5,S001,M,False,False,True
STU00405,Rowan,Lopez,4,S001,M,False,False,True
STU00406,Reese,Nguyen,1,S001,M,False,False,True
STU00407,Noa,Walker,4,S001,M,True,False,True
STU00408,Micah,Lee,4,S001,F,True,False,True
STU00409,Devon,Johnson,3,S001,F,False,False,True
STU00410,Harper,Lee,1,S001,M,False,False,False
STU00411,Emery,Smith,1,S001,M,True,False,False
STU00412,Emery,Hill,5,S001,F,True,False,True
STU00413,Kai,Nguyen,4,S001,M,False,False,False
STU00414,Rowan,Rivera,3,S001,M,False,True,False
STU00415,Morgan,Johnson,4,S001,M,False,False,True
STU00416,Jamie,Khan,5,S001,F,True,False,False
STU00417,Casey,Kim,0,S001,M,False,False,True
STU00418,Finley,Kim,1,S001,F,False,True,True
STU00419,Jamie,Hill,5,S001,M,False,False,True
STU00420,Jordan,Lopez,5,S001,M,False,False,False
STU00421,Parker,Chen,3,S002,F,False,False,True
STU00422,Quinn,Johnson,0,S002,M,False,False,True
STU00423,Jordan,Nguyen,5,S002,F,False,False,True
STU00424,Riley,Johnson,2,S002,M,False,False,True
STU00425,Logan,Lopez,1,S002,F,False,False,True
STU00426,Reese,Wilson,0,S002,F,False,True,False
STU00427,Quinn,Nguyen,5,S002,F,False,False,True
STU00428,Skyler,Nguyen,4,S002,F,False,False,False
STU00429,Rowan,Kim,4,S002,F,False,False,True
STU00430,Reese,Chen,4,S002,F,False,False,False
STU00431,Harper,Rivera,5,S002,F,False,False,True
STU00432,Rowan,Lopez,1,S002,F,False,False,True
STU00433,Micah,Patel,4,S002,F,False,False,True
STU00434,Rowan,Johnson,3,S002,F,True,False,False
STU00435,Avery,Lopez,1,S002,F,False,False,True
STU00436,Reese,Nguyen,4,S002,M,False,False,True
STU00437,Riley,Brown,3,S002,M,False,False,False
STU00438,Devon,Chen,3,S002,F,False,False,True
STU00439,Noa,Lee,3,S002,M,False,False,True
STU00440,Skyler,Smith,4,S002,F,False,True,False
STU00441,Riley,Garcia,4,S002,M,True,False,False
STU00442,Riley,Garcia,1,S002,M,False,False,False
STU00443,Jamie,Walker,5,S002,F,False,False,False
STU00444,Casey,Thomas,3,S002,F,False,False,True
STU00445,Morgan,Thomas,0,S002,F,False,True,True
STU00446,Micah,Wilson,3,S002,M,False,False,False
STU00447,Kai,Rivera,1,S002,M,False,True,True
STU00448,Logan,Lee,3,S002,M,False,True,False
STU00449,Morgan,Nguyen,1,S002,M,False,False,True
STU00450,Jamie,Davis,4,S002,M,False,False,True
STU00451,Jordan,Rivera,1,S002,F,False,False,True
STU00452,Parker,Patel,0,S002,F,False,False,True
STU00453,Kai,Chen,5,S002,F,False,False,True
STU00454,Casey,Garcia,4,S002,M,False,False,False
STU00455,Morgan,Khan,3,S002,M,True,False,False
STU00456,Sage,Chen,4,S002,F,True,False,False
STU00457,Emery,Rivera,0,S002,F,False,True,True
STU00458,Jamie,Patel,3,S002,M,True,False,False
STU00459,Morgan,Brown,5,S002,M,False,False,False
STU00460,Rowan,Johnson,0,S002,M,False,False,False
STU00461,Finley,Anderson,3,S002,M,True,False,False
STU00462,Casey,Rivera,3,S002,F,True,False,True
STU00463,Rowan,Lee,0,S002,F,False,False,False
STU00464,Rowan,Johnson,2,S002,F,False,False,True
STU00465,Finley,Rivera,0,S002,F,False,True,True
STU00466,Quinn,Martinez,5,S002,F,False,False,False
STU00467,Emery,Thomas,1,S002,F,True,True,False
STU00468,Jordan,Hill,3,S002,F,False,False,False
STU00469,Emery,Johnson,2,S002,M,False,True,False
STU00470,Devon,Nguyen,3,S002,M,True,False,True
STU00471,Rowan,Walker,3,S002,F,False,False,False
STU00472,Finley,Walker,2,S002,M,True,False,False
STU00473,Jordan,Brown,2,S002,M,False,False,False
STU00474,Emery,Martinez,2,S002,M,True,False,False
STU00475,Morgan,Rivera,4,S002,F,False,False,True
STU00476,Skyler,Rivera,3,S002,F,False,False,False
STU00477,Logan,Young,3,S002,M,False,False,False
STU00478,Noa,Wilson,5,S002,F,False,False,True
STU00479,Morgan,Hill,4,S002,M,False,False,False
STU00480,Casey,Davis,0,S002,F,False,False,True
STU00481,Jamie,Chen,4,S002,M,False,False,False
STU00482,Skyler,Khan,4,S002,M,False,False,False
STU00483,Rowan,Patel,1,S002,M,False,False,True
STU00484,Rowan,Wilson,4,S002,F,False,False,True
STU00485,Devon,Wilson,5,S002,M,False,False,True
STU00486,Jamie,Wilson,1,S002,F,False,False,True
STU00487,Sage,Lopez,2,S002,M,False,False,False
STU00488,Jordan,Lopez,3,S002,M,False,False,False
STU00489,Quinn,Rivera,3,S002,F,False,False,True
STU00490,Casey,Young,4,S002,F,False,False,False
STU00491,Casey,Chen,1,S002,F,False,False,False
STU00492,Harper,Lee,4,S002,F,False,False,True
STU00493,Micah,Lopez,3,S002,F,False,False,True
STU00494,Skyler,Patel,1,S002,F,False,False,True
STU00495,Parker,Davis,3,S002,M,False,False,True
STU00496,Harper,Davis,0,S002,F,False,False,True
STU00497,Devon,Lee,0,S002,F,False,False,True
STU00498,Reese,Kim,5,S002,F,False,False,False
STU00499,Reese,Hill,0,S002,M,False,False,True
STU00500,Sage,Rivera,0,S002,F,False,False,True
STU00501,Morgan,Nguyen,5,S002,M,True,False,False
STU00502,Noa,Walker,4,S002,M,False,False,False
STU00503,Noa,Anderson,4,S002,F,True,False,True
STU00504,Jordan,Thomas,0,S002,M,False,False,False
STU00505,Micah,Johnson,1,S002,M,False,False,True
STU00506,Riley,Kim,0,S002,F,True,True,False
STU00507,Devon,Lopez,1,S002,M,False,False,False
STU00508,Sage,Brown,1,S002,M,True,False,False
STU00509,Logan,Garcia,4,S002,M,False,False,False
STU00510,Skyler,Hill,3,S002,M,True,False,True
STU00511,Morgan,Anderson,1,S002,M,False,False,True
STU00512,Morgan,Walker,1,S002,M,True,True,False
STU00513,Quinn,Rivera,3,S002,F,False,False,False
STU00514,Finley,Garcia,3,S002,M,False,False,True
STU00515,Morgan,Chen,1,S002,M,False,False,True
STU00516,Morgan,Chen,4,S002,M,False,False,True
STU00517,Devon,Anderson,3,S002,M,False,False,True
STU00518,Kai,Patel,0,S002,M,False,True,False
